year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,2,1856,1900,-4,2250,2238,12,DL,87,N703TW,JFK,LAX,371,2475,19,0,1/2/13 19:00
2013,1,2,1905,1905,0,2216,2225,-9,AA,21,N339AA,JFK,LAX,333,2475,19,5,1/2/13 19:00
2013,1,2,1958,2000,-2,2303,2325,-22,VX,415,N622VA,JFK,LAX,335,2475,20,0,1/2/13 20:00
2013,1,2,2037,2024,13,2351,2359,-8,UA,1595,N26226,EWR,LAX,345,2454,20,24,1/2/13 20:00
2013,1,2,2047,2040,7,2329,2359,-30,B6,677,N583JB,JFK,LAX,316,2475,20,40,1/2/13 20:00
2013,1,2,2100,2100,0,36,31,5,DL,2363,N711ZX,JFK,LAX,367,2475,21,0,1/2/13 21:00
2013,1,2,2134,2135,-1,36,50,-14,AA,185,N322AA,JFK,LAX,340,2475,21,35,1/2/13 21:00
2013,1,2,,1545,,,1910,,AA,133,,JFK,LAX,,2475,15,45,1/2/13 15:00
2013,1,3,616,559,17,913,916,-3,UA,1570,N18119,JFK,LAX,335,2475,5,59,1/3/13 5:00
2013,1,3,656,700,-4,959,1034,-35,DL,763,N624AG,JFK,LAX,319,2475,7,0,1/3/13 7:00
2013,1,3,658,700,-2,938,1025,-47,VX,399,N638VA,JFK,LAX,316,2475,7,0,1/3/13 7:00
2013,1,3,701,700,1,937,1014,-37,B6,671,N624JB,JFK,LAX,313,2475,7,0,1/3/13 7:00
2013,1,3,704,705,-1,946,1018,-32,UA,604,N573UA,EWR,LAX,307,2454,7,5,1/3/13 7:00
2013,1,3,730,730,0,1014,1100,-46,AA,33,N336AA,JFK,LAX,313,2475,7,30,1/3/13 7:00
2013,1,3,825,829,-4,1120,1145,-25,UA,871,N512UA,JFK,LAX,321,2475,8,29,1/3/13 8:00
2013,1,3,855,900,-5,1144,1220,-36,AA,1,N327AA,JFK,LAX,323,2475,9,0,1/3/13 9:00
2013,1,3,855,900,-5,1157,1227,-30,DL,120,N711ZX,JFK,LAX,327,2475,9,0,1/3/13 9:00
2013,1,3,858,900,-2,1155,1225,-30,VX,407,N631VA,JFK,LAX,322,2475,9,0,1/3/13 9:00
2013,1,3,936,927,9,1221,1240,-19,UA,1223,N74856,EWR,LAX,306,2454,9,27,1/3/13 9:00
2013,1,3,941,945,-4,1153,1258,-65,B6,679,N789JB,JFK,LAX,297,2475,9,45,1/3/13 9:00
2013,1,3,1024,1030,-6,1312,1340,-28,AA,19,N323AA,JFK,LAX,322,2475,10,30,1/3/13 10:00
2013,1,3,1124,1130,-6,1407,1450,-43,VX,409,N621VA,JFK,LAX,320,2475,11,30,1/3/13 11:00
2013,1,3,1127,1130,-3,1357,1445,-48,UA,703,N510UA,JFK,LAX,305,2475,11,30,1/3/13 11:00
2013,1,3,1152,1200,-8,1446,1510,-24,AA,3,N328AA,JFK,LAX,325,2475,12,0,1/3/13 12:00
2013,1,3,1213,1220,-7,1439,1531,-52,B6,673,N766JB,JFK,LAX,308,2475,12,20,1/3/13 12:00
2013,1,3,1233,1200,33,1534,1529,5,DL,863,N727TW,JFK,LAX,324,2475,12,0,1/3/13 12:00
2013,1,3,1326,1330,-4,1609,1655,-46,VX,411,N624VA,JFK,LAX,320,2475,13,30,1/3/13 13:00
2013,1,3,1328,1320,8,1557,1633,-36,UA,1110,N14121,EWR,LAX,309,2454,13,20,1/3/13 13:00
2013,1,3,1340,1345,-5,1652,1705,-13,AA,117,N325AA,JFK,LAX,331,2475,13,45,1/3/13 13:00
2013,1,3,1454,1500,-6,1759,1837,-38,DL,963,N705TW,JFK,LAX,321,2475,15,0,1/3/13 15:00
2013,1,3,1525,1506,19,1801,1819,-18,UA,1452,N18112,EWR,LAX,303,2454,15,6,1/3/13 15:00
2013,1,3,1546,1545,1,1851,1910,-19,AA,133,N319AA,JFK,LAX,319,2475,15,45,1/3/13 15:00
2013,1,3,1547,1540,7,1845,1900,-15,UA,161,N12116,JFK,LAX,323,2475,15,40,1/3/13 15:00
2013,1,3,1626,1630,-4,1853,1952,-59,B6,675,N652JB,JFK,LAX,301,2475,16,30,1/3/13 16:00
2013,1,3,1659,1700,-1,1954,2036,-42,DL,127,N712TW,JFK,LAX,322,2475,17,0,1/3/13 17:00
2013,1,3,1720,1645,35,2017,2005,12,AA,181,N322AA,JFK,LAX,319,2475,16,45,1/3/13 16:00
2013,1,3,1721,1655,26,2013,2030,-17,VX,413,N641VA,JFK,LAX,321,2475,16,55,1/3/13 16:00
2013,1,3,1751,1753,-2,2043,2105,-22,UA,535,N532UA,JFK,LAX,320,2475,17,53,1/3/13 17:00
2013,1,3,1752,1729,23,2014,2047,-33,UA,1721,N26226,EWR,LAX,303,2454,17,29,1/3/13 17:00
2013,1,3,1819,1820,-1,2108,2150,-42,AA,119,N3DNAA,EWR,LAX,310,2454,18,20,1/3/13 18:00
2013,1,3,1830,1830,0,2141,2148,-7,UA,1030,N35204,EWR,LAX,313,2454,18,30,1/3/13 18:00
2013,1,3,1858,1900,-2,2233,2238,-5,DL,87,N711ZX,JFK,LAX,348,2475,19,0,1/3/13 19:00
2013,1,3,1909,1905,4,2145,2225,-40,AA,21,N338AA,JFK,LAX,293,2475,19,5,1/3/13 19:00
2013,1,3,2019,2000,19,2303,2325,-22,VX,415,N623VA,JFK,LAX,309,2475,20,0,1/3/13 20:00
2013,1,3,2023,2030,-7,2308,2334,-26,UA,771,N517UA,JFK,LAX,309,2475,20,30,1/3/13 20:00
2013,1,3,2101,2040,21,2327,2359,-32,B6,677,N590JB,JFK,LAX,301,2475,20,40,1/3/13 20:00
2013,1,3,2114,2100,14,49,31,18,DL,2363,N718TW,JFK,LAX,347,2475,21,0,1/3/13 21:00
2013,1,3,2137,2135,2,2358,50,-52,AA,185,N336AA,JFK,LAX,299,2475,21,35,1/3/13 21:00
2013,1,4,606,559,7,846,916,-30,UA,1669,N19117,JFK,LAX,307,2475,5,59,1/4/13 5:00
2013,1,4,700,700,0,941,1025,-44,VX,399,N633VA,JFK,LAX,318,2475,7,0,1/4/13 7:00
2013,1,4,715,700,15,1013,1034,-21,DL,763,N727TW,JFK,LAX,322,2475,7,0,1/4/13 7:00
2013,1,4,721,700,21,1001,1014,-13,B6,671,N646JB,JFK,LAX,302,2475,7,0,1/4/13 7:00
2013,1,4,725,659,26,951,1012,-21,UA,441,N586UA,EWR,LAX,309,2454,6,59,1/4/13 6:00
2013,1,4,728,730,-2,1024,1100,-36,AA,33,N323AA,JFK,LAX,327,2475,7,30,1/4/13 7:00
2013,1,4,834,829,5,1134,1153,-19,UA,112,N34137,JFK,LAX,321,2475,8,29,1/4/13 8:00
2013,1,4,856,900,-4,1215,1225,-10,VX,407,N629VA,JFK,LAX,311,2475,9,0,1/4/13 9:00
2013,1,4,858,900,-2,1210,1220,-10,AA,1,N328AA,JFK,LAX,327,2475,9,0,1/4/13 9:00
2013,1,4,858,900,-2,1215,1227,-12,DL,120,N705TW,JFK,LAX,336,2475,9,0,1/4/13 9:00
2013,1,4,917,920,-3,1200,1233,-33,UA,1223,N75851,EWR,LAX,310,2454,9,20,1/4/13 9:00
2013,1,4,1001,945,16,1232,1258,-26,B6,679,N729JB,JFK,LAX,310,2475,9,45,1/4/13 9:00
2013,1,4,1028,1030,-2,1342,1340,2,AA,19,N327AA,JFK,LAX,334,2475,10,30,1/4/13 10:00
2013,1,4,1118,1130,-12,1350,1445,-55,UA,703,N512UA,JFK,LAX,309,2475,11,30,1/4/13 11:00
2013,1,4,1130,1130,0,1413,1450,-37,VX,409,N634VA,JFK,LAX,318,2475,11,30,1/4/13 11:00
2013,1,4,1154,1200,-6,1451,1529,-38,DL,863,N706TW,JFK,LAX,331,2475,12,0,1/4/13 12:00
2013,1,4,1157,1200,-3,1447,1510,-23,AA,3,N322AA,JFK,LAX,327,2475,12,0,1/4/13 12:00
2013,1,4,1220,1220,0,1457,1531,-34,B6,673,N807JB,JFK,LAX,312,2475,12,20,1/4/13 12:00
2013,1,4,1321,1320,1,1556,1633,-37,UA,1110,N57857,EWR,LAX,314,2454,13,20,1/4/13 13:00
2013,1,4,1328,1330,-2,1621,1655,-34,VX,411,N631VA,JFK,LAX,333,2475,13,30,1/4/13 13:00
2013,1,4,1340,1345,-5,1632,1705,-33,AA,117,N319AA,JFK,LAX,325,2475,13,45,1/4/13 13:00
2013,1,4,1457,1500,-3,1824,1837,-13,DL,963,N710TW,JFK,LAX,337,2475,15,0,1/4/13 15:00
2013,1,4,1524,1506,18,1814,1819,-5,UA,1452,N17122,EWR,LAX,320,2454,15,6,1/4/13 15:00
2013,1,4,1547,1540,7,1840,1900,-20,UA,161,N18112,JFK,LAX,324,2475,15,40,1/4/13 15:00
2013,1,4,1628,1630,-2,1900,1952,-52,B6,675,N641JB,JFK,LAX,316,2475,16,30,1/4/13 16:00
2013,1,4,1644,1645,-1,1929,2005,-36,AA,181,N336AA,JFK,LAX,326,2475,16,45,1/4/13 16:00
2013,1,4,1655,1700,-5,2004,2036,-32,DL,127,N718TW,JFK,LAX,334,2475,17,0,1/4/13 17:00
2013,1,4,1703,1545,78,2001,1910,51,AA,133,N325AA,JFK,LAX,328,2475,15,45,1/4/13 15:00
2013,1,4,1708,1708,0,1945,2024,-39,UA,250,N845UA,EWR,LAX,311,2454,17,8,1/4/13 17:00
2013,1,4,1714,1655,19,2010,2030,-20,VX,413,N628VA,JFK,LAX,326,2475,16,55,1/4/13 16:00
2013,1,4,1756,1753,3,2037,2105,-28,UA,535,N517UA,JFK,LAX,317,2475,17,53,1/4/13 17:00
2013,1,4,1819,1820,-1,2111,2150,-39,AA,119,N3FAAA,EWR,LAX,314,2454,18,20,1/4/13 18:00
2013,1,4,1830,1830,0,2129,2148,-19,UA,1139,N26208,EWR,LAX,305,2454,18,30,1/4/13 18:00
2013,1,4,1859,1900,-1,2200,2238,-38,DL,87,N705TW,JFK,LAX,328,2475,19,0,1/4/13 19:00
2013,1,4,1946,1905,41,2226,2225,1,AA,21,N338AA,JFK,LAX,312,2475,19,5,1/4/13 19:00
2013,1,4,2017,2000,17,2317,2325,-8,VX,415,N625VA,JFK,LAX,333,2475,20,0,1/4/13 20:00
2013,1,4,2019,2030,-11,2254,2334,-40,UA,771,N557UA,JFK,LAX,312,2475,20,30,1/4/13 20:00
2013,1,4,2046,2040,6,2342,2359,-17,B6,677,N796JB,JFK,LAX,320,2475,20,40,1/4/13 20:00
2013,1,4,2059,2100,-1,2349,31,-42,DL,2363,N727TW,JFK,LAX,318,2475,21,0,1/4/13 21:00
2013,1,4,2130,2135,-5,5,50,-45,AA,185,N323AA,JFK,LAX,315,2475,21,35,1/4/13 21:00
2013,1,5,557,601,-4,858,921,-23,UA,1030,N34137,JFK,LAX,333,2475,6,1,1/5/13 6:00
2013,1,5,700,700,0,1014,1025,-11,VX,399,N641VA,JFK,LAX,346,2475,7,0,1/5/13 7:00
2013,1,5,710,710,0,1017,1031,-14,UA,1665,N37281,EWR,LAX,336,2454,7,10,1/5/13 7:00
2013,1,5,836,830,6,1200,1154,6,UA,112,N12116,JFK,LAX,346,2475,8,30,1/5/13 8:00
2013,1,5,851,900,-9,1206,1220,-14,AA,1,N328AA,JFK,LAX,343,2475,9,0,1/5/13 9:00
2013,1,5,857,900,-3,1225,1227,-2,DL,120,N705TW,JFK,LAX,344,2475,9,0,1/5/13 9:00
2013,1,5,857,900,-3,1225,1225,0,VX,407,N638VA,JFK,LAX,347,2475,9,0,1/5/13 9:00
2013,1,5,939,920,19,1255,1233,22,UA,1594,N57864,EWR,LAX,332,2454,9,20,1/5/13 9:00
2013,1,5,943,945,-2,1243,1258,-15,B6,679,N590JB,JFK,LAX,343,2475,9,45,1/5/13 9:00
2013,1,5,1031,1030,1,1341,1340,1,AA,19,N322AA,JFK,LAX,348,2475,10,30,1/5/13 10:00
2013,1,5,1128,1130,-2,1434,1445,-11,UA,362,N532UA,JFK,LAX,347,2475,11,30,1/5/13 11:00
2013,1,5,1142,1130,12,1455,1450,5,VX,409,N629VA,JFK,LAX,348,2475,11,30,1/5/13 11:00
2013,1,5,1151,1200,-9,1456,1529,-33,DL,863,N702TW,JFK,LAX,344,2475,12,0,1/5/13 12:00
2013,1,5,1220,1220,0,1530,1531,-1,B6,673,N593JB,JFK,LAX,341,2475,12,20,1/5/13 12:00
2013,1,5,1308,1200,68,1621,1510,71,AA,3,N329AA,JFK,LAX,346,2475,12,0,1/5/13 12:00
2013,1,5,1311,1315,-4,1610,1623,-13,UA,1181,N17133,EWR,LAX,335,2454,13,15,1/5/13 13:00
2013,1,5,1333,1330,3,1644,1655,-11,VX,411,N634VA,JFK,LAX,352,2475,13,30,1/5/13 13:00
2013,1,5,1346,1345,1,1655,1705,-10,AA,117,N336AA,JFK,LAX,350,2475,13,45,1/5/13 13:00
2013,1,5,1535,1540,-5,1854,1900,-6,UA,243,N517UA,JFK,LAX,349,2475,15,40,1/5/13 15:00
2013,1,5,1539,1545,-6,1854,1910,-16,AA,133,N332AA,JFK,LAX,340,2475,15,45,1/5/13 15:00
2013,1,5,1544,1500,44,1916,1837,39,DL,963,N703TW,JFK,LAX,335,2475,15,0,1/5/13 15:00
2013,1,5,1616,1459,77,1920,1812,68,UA,1600,N14118,EWR,LAX,344,2454,14,59,1/5/13 14:00
2013,1,5,1631,1630,1,1928,1952,-24,B6,675,N807JB,JFK,LAX,335,2475,16,30,1/5/13 16:00
2013,1,5,1641,1645,-4,1937,2005,-28,AA,181,N323AA,JFK,LAX,335,2475,16,45,1/5/13 16:00
2013,1,5,1653,1655,-2,1950,2010,-20,UA,250,N427UA,EWR,LAX,332,2454,16,55,1/5/13 16:00
2013,1,5,1704,1655,9,2019,2030,-11,VX,413,N626VA,JFK,LAX,348,2475,16,55,1/5/13 16:00
2013,1,5,1719,1705,14,2028,2040,-12,DL,127,N711ZX,JFK,LAX,342,2475,17,5,1/5/13 17:00
2013,1,5,1815,1820,-5,2152,2150,2,AA,119,N3HYAA,EWR,LAX,340,2454,18,20,1/5/13 18:00
2013,1,5,1816,1812,4,2119,2137,-18,UA,669,N814UA,EWR,LAX,327,2454,18,12,1/5/13 18:00
2013,1,5,1857,1900,-3,2218,2220,-2,UA,808,N557UA,JFK,LAX,344,2475,19,0,1/5/13 19:00
2013,1,5,1900,1900,0,2212,2235,-23,DL,87,N727TW,JFK,LAX,351,2475,19,0,1/5/13 19:00
2013,1,5,1903,1905,-2,2221,2225,-4,AA,21,N335AA,JFK,LAX,350,2475,19,5,1/5/13 19:00
2013,1,5,2008,2000,8,2330,2325,5,VX,415,N635VA,JFK,LAX,353,2475,20,0,1/5/13 20:00
2013,1,5,2045,2040,5,2342,2359,-17,B6,677,N652JB,JFK,LAX,339,2475,20,40,1/5/13 20:00
2013,1,5,2146,2135,11,100,50,10,AA,185,N320AA,JFK,LAX,346,2475,21,35,1/5/13 21:00
2013,1,6,607,600,7,908,927,-19,UA,1737,N75429,EWR,LAX,333,2454,6,0,1/6/13 6:00
2013,1,6,656,700,-4,1001,1014,-13,B6,671,N804JB,JFK,LAX,337,2475,7,0,1/6/13 7:00
2013,1,6,656,700,-4,958,1025,-27,VX,399,N626VA,JFK,LAX,338,2475,7,0,1/6/13 7:00
2013,1,6,730,730,0,1053,1100,-7,AA,33,N329AA,JFK,LAX,354,2475,7,30,1/6/13 7:00
2013,1,6,838,830,8,1159,1154,5,UA,112,N12116,JFK,LAX,332,2475,8,30,1/6/13 8:00
2013,1,6,858,900,-2,1210,1227,-17,DL,120,N702TW,JFK,LAX,323,2475,9,0,1/6/13 9:00
2013,1,6,858,900,-2,1227,1225,2,VX,407,N632VA,JFK,LAX,348,2475,9,0,1/6/13 9:00
2013,1,6,905,900,5,1234,1220,14,AA,1,N327AA,JFK,LAX,344,2475,9,0,1/6/13 9:00
2013,1,6,954,945,9,1259,1258,1,B6,679,N583JB,JFK,LAX,343,2475,9,45,1/6/13 9:00
2013,1,6,1027,1030,-3,1335,1340,-5,AA,19,N328AA,JFK,LAX,344,2475,10,30,1/6/13 10:00
2013,1,6,1129,1130,-1,1435,1437,-2,UA,703,N554UA,JFK,LAX,346,2475,11,30,1/6/13 11:00
2013,1,6,1131,1130,1,1438,1450,-12,VX,409,N638VA,JFK,LAX,342,2475,11,30,1/6/13 11:00
2013,1,6,1153,1200,-7,1500,1529,-29,DL,863,N711ZX,JFK,LAX,337,2475,12,0,1/6/13 12:00
2013,1,6,1158,1200,-2,1503,1510,-7,AA,3,N324AA,JFK,LAX,344,2475,12,0,1/6/13 12:00
2013,1,6,1215,1220,-5,1518,1531,-13,B6,673,N641JB,JFK,LAX,343,2475,12,20,1/6/13 12:00
2013,1,6,1242,920,202,1527,1233,174,UA,1142,N74856,EWR,LAX,324,2454,9,20,1/6/13 9:00
2013,1,6,1327,1330,-3,1634,1655,-21,VX,411,N621VA,JFK,LAX,347,2475,13,30,1/6/13 13:00
2013,1,6,1330,1315,15,1634,1623,11,UA,1272,N14115,EWR,LAX,330,2454,13,15,1/6/13 13:00
2013,1,6,1342,1345,-3,1704,1705,-1,AA,117,N322AA,JFK,LAX,342,2475,13,45,1/6/13 13:00
2013,1,6,1500,1500,0,1834,1837,-3,DL,963,N717TW,JFK,LAX,345,2475,15,0,1/6/13 15:00
2013,1,6,1513,1506,7,1811,1819,-8,UA,1285,N17128,EWR,LAX,335,2454,15,6,1/6/13 15:00
2013,1,6,1530,1530,0,1844,1854,-10,UA,161,N14102,JFK,LAX,328,2475,15,30,1/6/13 15:00
2013,1,6,1544,1545,-1,1851,1910,-19,AA,133,N338AA,JFK,LAX,332,2475,15,45,1/6/13 15:00
2013,1,6,1631,1630,1,1936,1952,-16,B6,675,N648JB,JFK,LAX,332,2475,16,30,1/6/13 16:00
2013,1,6,1643,1645,-2,1952,2005,-13,AA,181,N320AA,JFK,LAX,338,2475,16,45,1/6/13 16:00
2013,1,6,1653,1655,-2,1955,2030,-35,VX,413,N640VA,JFK,LAX,339,2475,16,55,1/6/13 16:00
2013,1,6,1657,1700,-3,2025,2036,-11,DL,127,N703TW,JFK,LAX,349,2475,17,0,1/6/13 17:00
2013,1,6,1746,1751,-5,2041,2103,-22,UA,535,N557UA,JFK,LAX,334,2475,17,51,1/6/13 17:00
2013,1,6,1813,1820,-7,2118,2150,-32,AA,119,N3BKAA,EWR,LAX,326,2454,18,20,1/6/13 18:00
2013,1,6,1817,1702,75,2121,2020,61,UA,1222,N27205,EWR,LAX,327,2454,17,2,1/6/13 17:00
2013,1,6,1822,1815,7,2210,2134,36,UA,1165,N12221,EWR,LAX,330,2454,18,15,1/6/13 18:00
2013,1,6,1856,1905,-9,2207,2225,-18,AA,21,N339AA,JFK,LAX,320,2475,19,5,1/6/13 19:00
