default	credit.policy	installment	log.annual.inc	fico	inq.last.6mths	revol.bal	Validation
1	1	262.26	11.1844214	687	0	14653	1
0	1	218.55	10.8176961	767	0	6634	1
0	1	247	11.1844214	682	0	5608	1
1	1	673.79	10.7789563	682	1	13649	1
1	1	692.14	11.2384886	667	0	15773	1
0	1	289.69	9.98044859	712	0	7263	1
0	1	264.71	10.5479696	767	0	3451	1
0	1	117.38	10.7789563	662	0	16770	1
0	1	318.93	12.0137008	732	0	45	1
0	1	230.68	10.3888723	717	1	3247	1
0	1	730.04	11.2252434	677	0	27839	1
0	1	312.22	11.6570258	807	1	0	1
0	1	250.95	11.0020998	757	1	17246	1
0	1	16.25	10.1658518	692	0	5643	1
0	1	372.22	10.7144178	697	1	17850	1
0	1	175.42	10.5186732	727	1	6566	1
0	1	194.91	10.8197783	687	1	9516	1
1	1	406.07	10.7144178	662	1	7209	1
0	1	57.23	10.4631033	772	0	6035	1
1	1	338.39	11.695247	662	0	28653	1
0	1	498.51	11.5129255	682	1	49459	1
0	1	737.78	11.407565	697	0	22738	1
0	1	498.51	11.5129255	677	1	25988	1
1	1	880.78	11.6351431	682	0	51039	1
0	1	231.57	12.2060727	692	0	119420	1
0	1	258.67	10.8197783	702	0	0	1
1	1	101.52	10.4700506	697	1	21573	1
0	1	382.72	10.5966347	747	1	3179	1
0	1	305.97	11.0020998	797	0	209	1
0	1	261.08	11.2644641	692	0	50908	1
0	1	130.54	10.8197783	687	0	10979	1
0	1	310.03	11.2198958	697	1	2624	1
1	1	567.22	11.0666384	772	4	1612	1
0	1	406.07	10.816834	692	0	13662	1
0	1	257.5	10.4912742	762	0	8516	1
0	1	318.93	10.7144178	732	0	12425	1
1	1	527.52	10.6454249	667	3	12032	1
0	1	136	10.7789563	717	0	19708	1
0	1	450.67	10.4631033	692	1	18028	1
0	1	387.32	10.8967393	742	5	8828	1
0	1	47.45	9.77246729	722	1	6033	1
0	1	336.98	11.4086311	692	0	14081	1
0	1	655	11.2852215	672	1	12301	1
0	1	16.31	8.9751293	682	2	44	1
0	1	188.02	10.7789563	792	1	2573	1
0	1	148.61	10.6454249	727	2	7239	1
0	1	192.93	12.2060727	707	2	21894	1
0	1	225.09	10.2255711	717	2	16326	1
0	1	589.2	10.6919449	677	2	18966	1
0	1	160.57	10.9852927	767	0	25336	1
1	1	343	10.2797298	667	1	18485	1
0	1	260.82	12.2783933	707	0	120563	1
0	1	187.14	11.2252434	802	0	6094	1
0	1	807.62	11.8775686	762	8	52214	1
1	1	327.53	10.3089527	707	1	10837	1
0	1	313.37	11.6526874	777	3	90335	1
0	1	167.54	10.1266311	667	2	3389	1
0	1	544.17	11.0020998	762	2	653	1
0	1	80.39	10.4912742	702	0	11794	1
0	1	507.36	10.6454249	717	2	462	1
0	1	507.15	11.1476422	672	0	170	1
0	1	548.25	10.8522068	662	0	15923	1
0	1	142.33	9.21034037	727	0	0	1
0	1	327.53	10.110705	692	0	8575	1
0	1	98.26	10.6213274	682	1	21498	1
0	1	587.82	11.5521462	667	1	32406	1
0	1	826.31	11.5129255	722	0	16694	1
0	1	156.69	10.3709881	762	0	1698	1
0	1	373.21	11.0020998	757	3	3282	1
1	1	820.91	11.695247	697	3	23908	1
0	1	213.72	11.294956	677	1	22247	1
1	1	341.15	10.9681983	702	0	24299	1
1	1	671.44	10.5558127	722	1	31566	1
0	1	135.61	10.0858091	662	1	10944	1
0	1	321.55	10.5453414	722	0	9255	1
0	1	192.93	10.1345993	707	1	5280	1
0	1	394.8	10.5453414	687	0	11134	1
1	1	341.15	10.4744671	662	2	11969	1
0	1	710.18	11.0821426	662	1	26255	1
0	1	28.47	10.9508066	717	2	167	1
1	1	162.26	11.1505199	707	1	5762	1
0	1	221.4	10.6454249	727	0	6496	1
1	1	360.29	9.92329018	697	2	3041	1
0	1	420.47	11.5129255	667	0	34841	1
1	1	224.07	11.4403548	717	1	5257	1
0	1	548.25	11.8493406	662	0	15193	1
1	1	490.29	10.524064	702	2	14694	1
0	1	156.69	11.2897819	762	0	8366	1
0	1	150.45	11.0821426	717	0	16724	1
1	1	807.74	11.2984939	697	0	21364	1
1	1	482.32	11.0821426	737	2	3834	1
0	1	316.28	11.0020998	732	3	16167	1
0	1	278.88	10.8477825	697	0	14129	1
0	1	486.76	11.5898865	712	1	15553	1
0	1	330.53	11.0666384	712	2	2388	1
0	1	241.16	11.407565	722	3	5570	1
0	1	222.97	10.2399598	667	0	15049	1
0	1	365.2	10.4912742	682	1	23253	1
0	1	326.02	11.2417727	702	0	26888	1
1	1	301.56	10.4222814	687	0	14371	1
0	1	416.19	10.5966347	717	1	1727	1
0	1	201.04	10.8197783	667	0	20845	1
0	1	409.73	11.0821426	742	0	13207	1
0	1	251.88	11.8204102	752	1	13238	1
0	1	464.05	10.3089527	752	2	5649	1
0	1	269.25	11.1562505	667	3	1152	1
0	1	477.61	11.0429218	677	2	20065	1
1	1	329	10.1412438	692	0	1573	1
0	1	273.86	10.8395809	702	1	16021	1
0	1	320.1	11.736069	727	3	9438	1
0	1	316.28	11.407565	732	0	18343	1
0	1	387.66	11.7752897	772	0	74885	1
0	1	230.3	10.7144178	687	1	1767	1
0	1	405.72	10.6955747	672	2	768	1
0	1	305.47	11.0676379	717	0	12226	1
0	1	93.14	10.5841572	802	0	2724	1
0	1	203.76	11.1844214	682	2	19826	1
0	1	160.05	10.5966347	722	1	3212	1
0	1	407.52	10.9150885	667	2	10918	1
0	1	320.1	11.1562505	722	0	8850	1
0	1	272.59	10.4632176	717	1	213	1
0	1	444.6	10.5372032	677	2	2796	1
0	1	489.03	11.2897819	707	3	8298	1
0	1	373.56	10.7789563	677	0	10211	1
1	1	314	10.5966347	697	0	21160	1
0	1	109.17	10.3089527	762	0	2096	1
0	1	241.16	9.90348755	717	0	3415	1
0	1	680.69	11.2252434	662	0	20658	1
0	1	228.22	10.3089527	722	1	24397	1
0	1	323.05	10.7789563	742	0	6512	1
0	1	236.14	11.1562505	757	0	7905	1
0	1	235.03	10.5966347	772	3	0	1
0	1	128.04	11.484526	732	3	41248	1
0	1	697.2	11.9250351	697	3	17788	1
1	1	98.7	10.5304949	677	1	0	1
0	1	525.17	11.3503595	672	1	28511	1
0	1	187.14	10.6735958	792	0	138	1
0	1	257.24	10.0858091	732	0	6188	1
0	1	526.4	11.3504065	702	1	8833	1
0	1	292.06	10.7144178	712	3	6239	1
0	1	100.06	10.3734912	672	1	2940	1
0	1	482.32	12.0725413	742	0	1436	1
1	1	168.28	10.647803	677	3	13073	1
0	1	52.41	10.5320962	682	0	0	1
1	1	251.88	10.6225461	797	0	7017	1
0	1	807.74	11.4616322	687	2	9201	1
0	1	330.53	11.695247	682	0	59145	1
0	1	201.94	10.6164374	667	2	7091	1
0	1	250.7	10.8045428	777	1	2056	1
0	1	37.79	10.4042628	722	1	6685	1
0	1	640.2	11.4456312	777	0	32	1
0	1	202.86	10.5558127	687	1	9912	1
0	1	528.84	11.2897819	702	3	14958	1
0	1	462.74	10.9150885	687	0	17623	1
0	1	100.97	10.5454467	672	0	9642	1
0	1	50.03	10.2750511	662	3	0	1
0	1	176.86	10.2681307	762	0	1763	1
0	1	206.83	10.8217763	762	1	3339	1
1	1	296.1	9.82552601	682	1	9237	1
0	1	125.94	11.1046564	767	1	1401	1
0	1	178.49	10.9560559	687	0	3037	1
0	1	269.25	10.7144178	692	1	4755	1
0	1	202.42	10.9835964	727	0	1686	1
0	1	160.78	10.5453414	712	2	9877	1
1	1	265.41	12.2060727	707	3	36293	1
1	1	339.06	10.8706615	717	0	19859	1
0	1	640.24	11.2252434	682	0	32682	1
0	1	132.84	11.6421978	737	0	11730	1
1	1	109.56	9.79812704	672	3	8562	1
0	1	339.6	11.9049676	662	1	3608	1
0	1	388.91	11.0020998	712	0	44293	1
0	1	389.41	10.7342204	732	0	14499	1
0	1	324.51	11.0381103	707	2	7618	1
1	1	155.37	11.0666384	697	2	8399	1
1	1	144.7	10.9022795	707	0	3818	1
0	1	198.32	11.1124479	677	0	8224	1
0	1	313.37	10.2746717	792	0	2751	1
1	1	83.68	10.8197783	677	3	17807	1
0	1	165.27	11.1505199	677	0	669	1
0	1	108.09	11.1562505	677	0	670	1
1	1	163.01	10.8197783	702	1	854	1
0	1	128.3	9.86266556	742	0	296	1
0	1	323.05	10.4819251	747	0	16973	1
0	1	350.39	10.6606116	662	2	2076	1
0	1	286.9	11.0898054	702	2	35098	1
0	1	243.38	11.4186148	707	2	11336	1
0	1	506.05	10.4042628	812	0	2248	1
0	1	99.81	11.0303147	762	2	7232	1
0	1	310.13	11.0020998	732	0	19500	1
0	1	128.42	10.4966486	762	1	12879	1
1	1	147.39	11.2897819	697	0	43712	1
0	1	289.14	10.8197783	662	0	19056	1
0	1	213.46	10.4631033	687	1	9408	1
0	1	185.1	11.0020998	707	1	39010	1
0	1	245.65	11.5617156	692	2	30449	1
0	1	160.78	10.7579029	717	1	5000	1
0	1	118.44	10.4631033	687	0	7722	1
1	1	118.55	10.6688159	687	3	21043	1
0	1	207.69	11.3736634	712	2	21532	1
0	1	342.66	11.407565	672	0	59106	1
1	1	136.95	11.1562505	677	2	16952	1
0	1	219.36	10.6919449	777	1	752	1
0	1	156.69	10.5966347	762	3	7755	1
0	1	293.42	10.5713169	697	2	8858	1
1	1	171.22	11.3022044	712	0	66235	1
0	1	188.91	10.5966347	742	0	4712	1
0	1	255.86	11.0348897	662	0	10748	1
0	1	254.7	10.6454249	662	1	13779	1
0	1	209.32	10.4912742	662	1	6668	1
0	1	253.58	11.6699292	662	0	23611	1
0	1	118.45	11.09741	697	0	15807	1
0	1	242.29	11.0821426	717	1	16471	1
0	1	153.33	10.4723179	712	1	8775	1
0	1	162.39	10.5497528	722	1	967	1
1	1	134.67	11.2515607	697	1	17243	1
0	1	129.22	10.5186732	742	0	1620	1
0	1	335.67	11.0020998	712	0	3353	1
0	1	50.61	11.0020998	732	1	24249	1
0	1	258.16	11.5991032	662	2	44098	1
0	1	82.64	10.4177473	702	2	3877	1
0	1	219.36	10.7032445	767	1	6301	1
0	1	244.52	11.2896819	702	3	8709	1
0	1	306.68	10.7789563	692	0	14398	1
1	1	242.29	10.8197783	707	3	8453	1
0	1	235.03	11.9829291	772	1	19414	1
0	1	32.01	11.0186291	712	0	9332	1
0	1	93.57	12.2060727	767	2	3119	1
0	1	245.65	11.3504065	717	2	63167	1
0	1	245.65	11.2550442	717	2	68356	1
0	1	204.65	10.5965347	742	5	9830	1
1	1	253.58	11.775259	662	3	89952	1
0	1	246.75	11.0020998	687	0	1954	1
0	1	161.53	11.0020998	707	2	9737	1
0	1	126.52	9.87323451	727	0	6835	1
0	1	149.03	10.8780472	687	2	2927	1
0	1	246.75	10.4042628	682	1	8644	1
0	1	180.15	10.8780472	682	0	3491	1
0	1	196.52	10.4125917	687	0	7305	1
1	1	243.38	10.6454249	702	1	3608	1
1	1	166.77	10.6454249	682	1	489	1
0	1	244.52	11.407565	702	1	7957	1
0	1	125.94	10.3736162	762	0	1152	1
0	1	64.31	11.2898319	712	1	29889	1
0	1	230.3	10.4631033	682	0	2745	1
0	1	236.14	10.309086	757	0	1304	1
0	1	232.63	11.1562505	687	1	8547	1
1	1	241.16	10.0255282	717	0	7313	1
0	1	237.21	10.4632176	747	2	5541	1
1	1	253.58	10.0517351	667	0	4013	1
0	1	157.43	10.3350102	742	3	20337	1
0	1	64.91	9.99897953	692	2	1599	1
0	1	147.39	10.7579029	707	1	25469	1
0	1	221.75	11.5617156	687	0	68479	1
0	1	154.39	10.4631033	772	0	1238	1
0	1	49.98	9.54681261	682	1	8172	1
0	1	219.36	11.4186148	752	0	21135	1
0	1	246.54	11.6550759	687	0	34842	1
1	1	219.36	10.0203813	757	6	0	1
0	1	247.65	10.3734912	692	1	2131	1
0	1	261.76	10.8395809	697	2	5329	1
0	1	48.19	10.8589221	717	1	1645	1
0	1	196.32	10.3089527	697	0	2898	1
1	1	376.52	10.9508066	712	0	8939	1
0	1	37.61	10.8197783	737	2	1312	1
0	1	328.95	11.2269353	722	0	14173	1
0	1	148.28	11.835009	677	1	27587	1
0	1	94.46	11.3144745	737	0	5688	1
0	1	110.24	10.7579029	702	2	3321	1
0	1	175.06	9.99879773	722	1	2548	1
0	1	236.57	11.6673618	677	1	29735	1
0	1	57.83	10.8395809	752	5	835	1
0	1	78.72	10.1960079	722	1	5134	1
0	1	65.75	10.6454249	687	0	6353	1
1	1	73.14	10.0858091	717	0	3623	1
0	1	121.89	10.7082656	732	3	886	1
0	1	50.38	10.3417425	742	0	4158	1
0	1	259.08	10.3089527	662	2	1244	1
0	1	180.76	10.309086	752	6	5063	1
0	1	105.97	10.9150885	672	2	19487	1
0	1	193.26	10.9150885	677	0	7440	1
0	1	185.69	10.7081761	712	0	25925	1
0	1	145.78	10.2431333	677	2	7474	1
0	1	174.74	10.7116361	777	2	5578	1
0	1	79.97	10.6358555	677	2	12785	1
0	1	159.82	10.8780472	752	1	10399	1
1	1	263.66	11.2897819	697	0	73150	1
0	1	96.69	10.6214249	787	1	15715	1
0	1	174.74	11.3144745	752	3	26040	1
1	1	167.65	11.0587952	687	2	17550	1
0	1	135.39	10.933107	752	2	68895	1
0	1	138.68	10.3089527	687	1	10655	1
0	1	147.24	11.05089	697	1	17558	1
0	1	237.21	12.3238557	742	2	15611	1
0	1	159.73	11.2898319	727	1	2733	1
0	1	200.52	10.4341158	692	1	5129	1
1	1	32.88	10.4631033	697	1	199	1
0	1	92.48	10.9681983	667	2	3109	1
1	1	219.14	11.05089	667	3	20227	1
0	1	102.71	10.0858091	662	0	5062	1
0	1	156.31	10.5966347	712	0	3266	1
0	1	99.33	10.2709046	717	0	843	1
1	1	163.3	10.7684008	742	1	17194	1
0	1	172.07	11.5617156	747	7	8855	1
0	1	245.69	11.4616322	667	0	590	1
1	1	242.71	11.2766334	732	3	42703	1
0	1	191	11.0821426	752	1	86	1
0	1	182.06	11.2515607	707	1	9282	1
1	1	197.75	10.3481734	692	0	14154	1
0	1	172.68	11.4968571	732	2	36976	1
1	1	598.64	11.1124479	702	1	22897	1
0	1	159.17	11.3504065	737	1	6528	1
0	1	384.34	11.4721035	697	1	6201	1
1	1	165.55	10.7579029	692	3	0	1
0	1	109.17	10.858999	762	0	1369	1
1	1	215.22	11.4208102	732	2	4541	1
0	1	202.28	10.3888723	672	1	3139	1
1	1	501.16	12.7656884	692	2	36073	1
0	1	325.08	11.05089	717	3	15655	1
0	1	329.57	10.4912742	702	0	5680	1
1	1	517.2	11.5898865	667	1	13706	1
0	1	391.9	10.5713169	717	1	16100	1
0	1	674.27	12.2234213	692	0	61977	1
1	1	329.57	11.4510075	727	1	17465	1
0	1	336.03	11.1562505	742	3	7044	1
0	1	206.3	11.1714769	662	1	38616	1
0	1	318.33	11.0349542	782	1	49421	1
0	1	161.81	10.5965347	722	3	6013	1
0	1	58.26	10.6454249	707	2	3628	1
0	1	492.08	11.2252434	722	0	14340	1
0	1	747.67	11.2252434	772	1	3553	1
0	1	529.75	10.6214249	712	3	19604	1
0	1	519.47	11.6082356	662	1	36002	1
0	1	246.57	10.3736162	717	1	7779	1
0	1	261.27	10.6213274	712	1	30362	1
0	1	725.31	11.2897819	762	1	6628	1
0	1	485.42	10.3155972	752	2	14857	1
0	1	302.04	10.5713169	712	0	3910	1
0	1	165.79	11.0219025	752	0	40	1
0	1	410.08	10.7931468	662	1	15043	1
0	1	559.63	10.7144178	722	1	28116	1
0	1	262.45	11.0020998	702	1	3754	1
0	1	620.51	10.9150157	772	4	5503	1
0	1	326.57	11.2362229	682	0	9375	1
0	1	503.39	10.8197783	687	0	8214	1
0	1	411.89	11.1844214	662	0	12089	1
0	1	515.74	11.2252434	682	0	15137	1
0	1	274.59	10.524064	667	1	11531	1
0	1	411.67	11.5028751	762	3	10106	1
0	1	293.93	10.5584135	737	1	0	1
0	1	195.05	10.3089527	727	0	5028	1
0	1	49.67	11.9829291	682	3	5350	1
0	1	273.55	11.3144745	727	1	22164	1
0	1	78.38	10.4631033	712	0	15755	1
0	1	854.32	11.695247	692	0	41077	1
0	1	156.69	11.407565	762	0	14442	1
0	1	329.57	11.5129255	707	2	13175	1
0	1	255.88	10.6214249	717	0	11437	1
0	1	685.83	10.9681983	737	0	8886	1
1	1	244.62	10.7893191	672	1	3273	1
0	1	134.24	10.5674634	667	0	5490	1
0	1	242.42	10.1658518	662	1	12597	1
1	1	662.19	10.858999	727	0	25971	1
0	1	240.05	11.5617156	707	1	2134	1
1	1	425.3	11.407565	772	1	126302	1
1	1	458.46	11.7199396	662	1	13363	1
0	1	249.43	10.8197783	692	3	12985	1
0	1	338.68	11.0020998	697	0	3617	1
0	1	142.59	10.97849	757	1	19572	1
0	1	318.33	11.4616322	807	2	0	1
0	1	314.51	10.5965347	687	1	0	1
0	1	101.61	10.3459594	662	0	4922	1
0	1	430.92	11.4295439	727	0	27920	1
1	1	399.09	10.1266311	692	0	9931	1
0	1	614.76	11.5991032	702	1	56969	1
0	1	496.55	11.0020998	757	0	23218	1
0	1	48.77	10.933107	702	0	388	1
0	1	164.79	10.8248056	717	1	2042	1
0	1	332.58	11.5129255	687	0	25853	1
0	1	201.36	10.7020546	677	1	4901	1
0	1	458.39	11.3504065	792	0	4658	1
0	1	177.97	11.2897819	712	1	12216	1
0	1	212.28	10.6182005	717	1	28473	1
0	1	382.78	11.695247	742	1	20892	1
0	1	374.76	11.6526874	742	3	94699	1
0	1	93.57	11.2252434	752	0	5263	1
1	1	82.02	11.1491971	692	2	51489	1
0	1	668.21	11.6082356	702	3	25717	1
0	1	535.92	11.2118204	667	3	52639	1
0	1	656.11	11.695247	727	1	13417	1
0	1	347.88	11.0020998	702	1	4980	1
0	1	328.06	11.695247	717	1	111055	1
0	1	323.43	11.0020998	687	0	4121	1
0	1	155.95	10.8197783	782	0	14020	1
0	1	230.24	10.7144178	782	3	0	1
0	1	159.89	10.4339982	732	3	2221	1
0	1	677.36	10.8589221	682	1	26282	1
1	1	297.99	11.407565	687	2	51664	1
0	1	102.06	10.7216582	677	0	1864	1
0	1	399.72	11.2947695	772	1	6495	1
0	1	107.89	10.5304949	682	0	4548	1
0	1	229.06	11.5327281	707	1	32024	1
0	1	687.13	10.9681293	692	3	14066	1
0	1	662.19	11.3232892	807	0	106	1
0	1	447.68	10.3089527	762	0	19291	1
1	1	230.7	10.8198583	692	0	20248	1
0	1	207.85	10.8197783	747	2	178	1
1	1	199.89	9.79812704	687	1	3289	1
0	1	399.09	11.6035702	692	2	24417	1
0	1	66.94	10.5966347	697	3	5396	1
0	1	170.09	11.05089	667	0	1026	1
1	1	458.85	12.1007121	747	2	60936	1
1	1	827.74	11.7752897	717	2	29601	1
0	1	202.69	9.86266556	707	1	6949	1
0	1	718.81	11.0821426	682	2	15005	1
0	1	234.27	10.858999	707	0	18310	1
0	1	594.36	11.2463001	697	2	31834	1
0	1	377.95	10.4912742	667	0	15977	1
0	1	49.75	10.2576594	687	2	3206	1
0	1	34.39	10.8197783	692	1	6519	1
0	1	294.43	11.3850921	722	0	19457	1
0	1	420.02	11.4616322	712	2	27844	1
0	1	215.42	10.275189	712	0	19349	1
0	1	100.4	10.5713169	717	0	2255	1
0	1	268.95	10.2399598	702	3	2259	1
0	1	712.54	11.9183906	672	2	16473	1
0	1	169.91	11.1562505	707	0	12142	1
0	1	693.83	11.2772031	682	1	13596	1
0	1	79.96	10.4341158	712	0	8960	1
0	1	45.81	11.0020998	692	1	1361	1
1	1	200.47	12.0070118	762	1	141165	1
1	1	645.47	11.5327281	727	2	8776	1
1	1	333.15	11.09741	792	7	0	1
0	1	316.42	10.5965347	662	0	13072	1
0	1	836.66	11.6526874	727	0	40110	1
0	1	266.52	10.7144178	697	2	6569	1
0	1	264.11	10.3089527	707	0	14058	1
1	1	253.28	10.4912742	702	0	1478	1
0	1	396.17	11.2213269	712	1	9826	1
0	1	327.37	10.8197783	747	1	15303	1
0	1	49.98	10.0858091	692	0	1888	1
0	1	320.95	10.2398169	742	0	11488	1
0	1	40.9	11.7752897	707	2	26652	1
0	1	194.7	10.4341158	742	0	7005	1
0	1	260.66	10.1811193	692	0	11307	1
0	1	37.63	11.2515607	712	0	6907	1
1	1	416.72	10.3089527	692	0	12558	1
0	1	511.14	11.0020998	692	2	24803	1
0	1	160.48	10.5454467	732	3	10011	1
0	1	49.75	10.7789563	692	0	2573	1
0	1	499.73	11.2252434	722	2	40882	1
0	1	223.63	10.1266311	737	0	2944	1
0	1	266.52	11.2252434	712	1	30692	1
0	1	219.36	11.6172855	752	2	36923	1
0	1	506.56	10.9681983	687	0	9108	1
1	1	282.63	10.8197783	712	3	1076	1
0	1	407.08	12.6603279	692	1	127192	1
0	1	522.7	10.7144178	672	1	20800	1
0	1	366.47	11.1976666	732	2	11961	1
0	1	228.76	10.8893044	752	1	4381	1
0	1	529.71	11.9183906	662	3	22783	1
0	1	499.73	11.1561934	707	2	16048	1
0	1	513.44	11.4186148	682	1	16935	1
1	1	265.32	11.0020998	707	0	5476	1
0	1	187.42	10.8197783	682	0	10460	1
0	1	44.73	9.30565055	727	0	5010	1
0	1	405.25	11.0666384	697	0	16331	1
0	1	495.21	11.4721035	797	2	144	1
0	1	268.95	10.8197783	682	3	8690	1
0	1	208.62	10.5965347	727	3	3736	1
0	1	192.57	11.0348897	732	0	3879	1
0	1	96.29	10.325482	722	2	277	1
1	1	127.18	11.0020998	687	1	27759	1
0	1	502	11.7636842	707	2	54445	1
0	1	159.74	10.3089527	762	2	1445	1
0	1	397.97	10.5453414	707	1	6472	1
0	1	339.23	11.7752897	702	2	26822	1
0	1	343.83	10.4912742	667	1	9469	1
0	1	288.85	10.6689554	742	1	10232	1
0	1	255.58	10.4912742	752	3	8128	1
0	1	397.97	10.5966347	757	0	15280	1
0	1	319.47	11.0020998	797	2	2111	1
0	1	333.15	11.0020998	702	2	6116	1
0	1	119.94	11.0020998	692	0	5211	1
0	1	134.18	10.5158319	737	1	13385	1
0	1	176.52	10.6508871	727	1	21002	1
0	1	320.95	11.0020998	742	2	3649	1
1	1	330.14	11.8493977	727	1	44128	1
0	1	255.57	10.933107	687	3	3554	1
0	1	224.66	11.4429321	727	1	5265	1
0	1	508.84	10.933107	677	3	26821	1
0	1	502	11.7344677	702	0	109255	1
0	1	202.63	11.3964366	687	3	281	1
1	1	490.71	11.6082356	762	0	3889	1
0	1	222.49	10.4631033	667	2	5518	1
0	1	481.42	10.3089527	817	0	24665	1
0	1	495.21	11.5129255	727	0	16386	1
0	1	495.21	11.1418618	727	0	22359	1
0	1	191.67	11.1154285	672	1	5333	1
1	1	176.57	9.99879773	662	2	8517	1
1	1	497.46	11.3881329	717	1	15648	1
0	1	495.21	11.5129255	727	2	30929	1
1	1	342.29	10.1266311	682	0	10564	1
0	1	508.84	10.7449254	692	0	18546	1
0	1	163.57	10.1266311	732	0	3318	1
0	1	246.45	10.4632176	677	0	10606	1
0	1	231.08	11.127263	727	3	35333	1
0	1	81.42	10.3413753	692	1	5727	1
0	1	497.46	11.5129255	717	0	2548	1
